media_id,taken_at,username,follower_count,caption,media_product_type,media_type,like_count,comment_count,save_count,share_count,video_view_count,reach
712161969809848915,1787610123,arjun223_,1076,"late night eats thread, adding this one to the list #LateNightEats",REELS,VIDEO,4,0,0,0,2369,681
841224532512721144,1787682686,arjun112007,519,"late night eats thread, adding this one to the list #StreetFoodFinds",REELS,VIDEO,6,0,1,1,230,
236834855666336528,1787663021,tanvir40,683,"friday faves, 27 things i actually used this week #WeeklyRoundup",REELS,VIDEO,16,0,3,2,666,574
710657974852904542,1787638317,anaya21807,223,"took it to a local shop, fixed for 10300. brand quoted 5x that #RightToRepair",FEED,CAROUSEL_ALBUM,2,0,0,0,,83
729887962538904557,1787646385,dipu268official,139,found this 42-rupee plate near the station and i'm never recovering #LateNightEats,REELS,VIDEO,2,0,0,0,104,53
486718442202630822,1787585859,bina31,347,"ok it's a regional thing, not a full outage #AppDown",REELS,VIDEO,7,0,0,0,895,454
654150878600834478,1787664049,dipu555675,88,"bhai ye wala stall best hai, 27 me itna khana #LateNightEats",FEED,CAROUSEL_ALBUM,2,0,0,0,,37
952198408030880722,1787685248,priya156official,123,clip of that moment is everywhere now #WatchParty,REELS,VIDEO,2,0,0,0,356,94
774633357471570151,1787689058,priya534official,125,"ei jaygar khabar ta darun, must try #StreetFoodFinds",FEED,CAROUSEL_ALBUM,4,0,0,1,,132
369785979557302223,1787679996,shreya162x,3036,is the app down for everyone or just me #AppDown,REELS,VIDEO,65,5,12,19,4593,3207
241233629131938214,1787674388,dipu77907,98,NOBODY saw that result coming #MatchNight,FEED,IMAGE,3,0,0,0,,55
122938278741526385,1787643941,meera479_,416,clip of that moment is everywhere now #WatchParty,STORY,IMAGE,0,0,0,0,,408
933443101104353767,1787677513,priya90307,467,queue was 40 min long and honestly worth it #LateNightEats,REELS,VIDEO,5,0,0,0,306,107
616358421553254699,1787691099,dipu1002,371,"parts pairing is the real problem, not the screws #RightToRepair",REELS,VIDEO,11,0,1,1,845,327
245272482023624232,1787700542,aisha190x,122,"bhai ye wala stall best hai, 34 me itna khana #LateNightEats",STORY,VIDEO,0,0,0,0,209,78
965495852270616104,1787698830,arjun1072_,1635,NOBODY saw that result coming #MatchNight,FEED,IMAGE,43,5,10,1,,1518
933814920764519039,1787700721,imran125_,913,"took it to a local shop, fixed for 5800. brand quoted 5x that #RepairNotReplace",FEED,IMAGE,18,0,2,3,,328
794485172459289664,1787661675,dipu798x,286,underdogs really did that tonight #UnderdogWin,FEED,CAROUSEL_ALBUM,11,1,0,1,,253
643842298769832741,1787600607,tanvir80_,367,"delivery took 3 days longer than promised, finally here #ShippingUpdate",REELS,VIDEO,6,0,1,1,571,267
753071811926475488,1787634479,omar265,1083,watch party er environment ta osadharon chilo #SingalongChallenge,REELS,VIDEO,48,2,10,13,2637,678
621404363130429653,1787666220,bina83official,523,queue was 40 min long and honestly worth it #LateNightEats,REELS,VIDEO,15,0,1,2,933,323
379159168931551315,1787694266,shreya370official,506,"bhai ye wala stall best hai, 58 me itna khana #LateNightEats",REELS,VIDEO,13,0,1,0,1018,570
194119988509385672,1787568814,meera91_in,1298,"this week's roundup is live, have a read #WeeklyRoundup",REELS,VIDEO,14,0,1,3,1677,726
375570286834233477,1787684144,imran743official,581,NOBODY saw that result coming #UnderdogWin,REELS,VIDEO,15,1,2,2,1452,437
111368087066882244,1787606709,omar4407,2871,clip of that moment is everywhere now #WatchParty,FEED,IMAGE,17,1,3,2,,474
565452364791192489,1787630528,sana33807,2087,"late night eats thread, adding this one to the list #StreetFoodFinds",REELS,VIDEO,76,5,3,0,3743,2028
977742499802045487,1787698419,sana578_,2600,hostel room setup part 2 #CampusHaul,REELS,VIDEO,52,6,8,15,2162,656
276618183528795640,1787683044,bina468_,164,biggest upset of the season easily #UnderdogWin,FEED,CAROUSEL_ALBUM,3,0,0,0,,92
962234348090044899,1787624381,rahul26207,1136,"college list banaya hai, kuch reh gaya? #CampusHaul",STORY,VIDEO,0,0,0,0,2902,1316
865663649463837088,1787676008,sunny471_,262,this haul format is everywhere on my feed now #BackToCampus,FEED,IMAGE,1,0,0,0,,67
599399818630049231,1787612652,vikram121x,305,honest review after two weeks of daily use #HonestReview,FEED,CAROUSEL_ALBUM,3,0,0,0,,123
271739183570902235,1787631743,imran25407,156,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,REELS,VIDEO,2,0,0,0,92,40
241841303227635881,1787578525,omar82259,902,"bhai ye wala stall best hai, 42 me itna khana #LateNightEats",REELS,VIDEO,25,1,2,0,698,629
812201724406088204,1787658680,sunny471_,262,"the whole crowd singing along, chills #WatchParty",REELS,VIDEO,1,0,0,0,231,158
541120357410440425,1787667883,rizwan86,593,"friday faves, 42 things i actually used this week #FridayFaves",FEED,IMAGE,0,0,0,0,,79
684478727666611417,1787667759,arjun340official,810,this haul format is everywhere on my feed now #BackToCampus,FEED,IMAGE,32,2,4,6,,383
388314308891991503,1787579993,rizwan86,593,"friday faves, 58 things i actually used this week #FridayFaves",FEED,IMAGE,1,0,0,0,,221
690857902962531267,1787679929,zoya82407,1135,"the whole crowd singing along, chills #WatchParty",REELS,VIDEO,58,4,3,9,2992,864
961259867384523382,1787663764,dipu73207,659,last over replay pe replay dekh raha hu #UnderdogWin,FEED,CAROUSEL_ALBUM,1,0,0,0,,75
747025986413259799,1787664194,bina6807,131,"friday faves, 34 things i actually used this week #WeeklyRoundup",REELS,VIDEO,0,0,0,0,59,35
873625013916581247,1787701123,neel1130824,263,watch party er environment ta osadharon chilo #SingalongChallenge,REELS,VIDEO,8,0,0,1,405,161
764047880534842337,1787668308,shreya217_,629,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,10,1,0,0,446,252
419210811229831491,1787676941,dipu762x,1358,ei match ta bhulte parbo na #UnderdogWin,FEED,CAROUSEL_ALBUM,57,0,11,10,,803
927915734449828893,1787657241,sunny235162,121,"the whole crowd singing along, chills #SingalongChallenge",STORY,IMAGE,0,0,0,0,,77
958947854212156049,1787681272,shreya105407,220,watch party er environment ta osadharon chilo #SingalongChallenge,STORY,VIDEO,0,0,0,0,372,
236590980679024076,1787674207,priya725644,2160,biggest upset of the season easily #UnderdogWin,STORY,VIDEO,0,0,0,0,4979,2644
303811352230623078,1787678035,zoya434official,184,NOBODY saw that result coming #MatchNight,REELS,VIDEO,7,0,1,0,235,109
494822017243716336,1787696816,arjun325995,750,found this 103-rupee plate near the station and i'm never recovering #LateNightEats,STORY,IMAGE,0,0,0,0,,384
802584074893412427,1787674496,tara282x,441,underdogs really did that tonight #UnderdogWin,FEED,IMAGE,11,0,2,2,,455
743036830611380572,1787652837,meera544official,391,biggest upset of the season easily #MatchNight,REELS,VIDEO,2,0,0,0,810,229
764154103016658871,1787566476,farhan96531,136,"delivery took 3 days longer than promised, finally here #ShippingUpdate",REELS,VIDEO,3,0,0,0,265,148
751330267242836317,1787655420,sana750_in,564,"parts pairing is the real problem, not the screws #RepairNotReplace",FEED,CAROUSEL_ALBUM,2,0,0,0,,250
442192501398166868,1787677841,kabir428,338,"late night eats thread, adding this one to the list #LateNightEats",FEED,CAROUSEL_ALBUM,9,0,0,1,,273
166807384461277791,1787671321,rahul936,398,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,10,0,2,2,460,400
288287654036257711,1787665671,vikram697official,529,"the whole crowd singing along, chills #SingalongChallenge",FEED,CAROUSEL_ALBUM,6,0,0,0,,147
443210021706495118,1787687648,rahul437official,1661,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,67,6,13,6,2047,1525
795051735049791896,1787684258,dipu77907,98,biggest upset of the season easily #UnderdogWin,REELS,VIDEO,1,0,0,0,60,67
389641350544792304,1787695246,omar74407,5025,everyone using this audio as a template #SingalongChallenge,REELS,VIDEO,97,2,11,10,8613,3208
546748640601267267,1787687631,tanvir242487,547,biggest upset of the season easily #MatchNight,STORY,IMAGE,0,0,0,0,,187
665385041581516782,1787701412,arjun223_,1076,found this 103-rupee plate near the station and i'm never recovering #LateNightEats,FEED,CAROUSEL_ALBUM,16,0,3,4,,1234
560012981491779103,1787691980,jay1008,387,clip of that moment is everywhere now #WatchParty,FEED,IMAGE,9,0,1,2,,243
420600554255132027,1787646544,neel492,121,ei match ta bhulte parbo na #UnderdogWin,FEED,IMAGE,2,0,0,0,,41
221847155086417473,1787664559,priya167official,1401,last over replay pe replay dekh raha hu #UnderdogWin,REELS,VIDEO,25,0,5,2,1596,1009
177999168187098073,1787670411,zoya11507,178,ei match ta bhulte parbo na #UnderdogWin,STORY,VIDEO,0,0,0,0,385,156
237248133707539026,1787691646,nadia1050x,690,everyone using this audio as a template #SingalongChallenge,FEED,CAROUSEL_ALBUM,7,0,0,0,,269
448967323896696379,1787666211,aisha394_,1500,"parts pairing is the real problem, not the screws #RightToRepair",REELS,VIDEO,30,1,5,0,979,515
316985975130546733,1787642091,zoya800,1341,ei match ta bhulte parbo na #MatchNight,STORY,VIDEO,0,0,0,0,1695,917
531241051719930904,1787683623,priya374x,1251,NOBODY saw that result coming #MatchNight,FEED,CAROUSEL_ALBUM,44,1,8,4,,575
343084918393493137,1787670680,nadia70307,1062,biggest upset of the season easily #MatchNight,REELS,VIDEO,36,1,5,9,1036,434
183881363406022439,1787636566,sunny533,598,everyone using this audio as a template #WatchParty,REELS,VIDEO,1,0,0,0,148,154
512181578253230214,1787695708,shreya1137,2034,watch party er environment ta osadharon chilo #WatchParty,REELS,VIDEO,60,1,10,16,2649,2807
310349920163019606,1787653517,dipu820704,542,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,REELS,VIDEO,16,0,3,1,649,600
157280818544914068,1787650481,rahul711_,1253,"ok it's a regional thing, not a full outage #AppDown",STORY,VIDEO,0,0,0,0,1049,430
191883669163958739,1787675946,vikram942_in,286,found this 58-rupee plate near the station and i'm never recovering #StreetFoodFinds,STORY,IMAGE,0,0,0,0,,210
590663761431737414,1787672637,bina999_,232,"the whole crowd singing along, chills #WatchParty",STORY,IMAGE,0,0,0,0,,112
491101580800472966,1787658164,rizwan911_in,3040,underdogs really did that tonight #MatchNight,REELS,VIDEO,42,3,10,10,1442,449
536085002418715743,1787620716,tanvir35_in,237,ei match ta bhulte parbo na #MatchNight,REELS,VIDEO,6,0,0,1,508,164
310385826561542731,1787680126,tara232995,906,ei match ta bhulte parbo na #MatchNight,FEED,CAROUSEL_ALBUM,7,0,1,1,,204
339785827144424962,1787607832,aisha357511,574,"took it to a local shop, fixed for 4200. brand quoted 5x that #RightToRepair",REELS,VIDEO,4,0,0,0,811,319
266166114170950144,1787664439,shreya545official,195,ei match ta bhulte parbo na #MatchNight,REELS,VIDEO,1,0,0,0,95,46
988784240007888497,1787695799,farhan28607,598,"ei jaygar khabar ta darun, must try #LateNightEats",REELS,VIDEO,2,0,0,0,259,166
781662245411610981,1787683413,imran810x,112,underdogs really did that tonight #UnderdogWin,FEED,IMAGE,0,0,0,0,,42
281353888078393472,1787659854,neel16_in,128,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,2,0,0,0,138,80
520528172082680650,1787684167,arjun978_in,925,"took it to a local shop, fixed for 2700. brand quoted 5x that #RepairNotReplace",REELS,VIDEO,14,0,3,1,1634,881
226377282007089867,1787680214,meera1079597,37,"late night eats thread, adding this one to the list #StreetFoodFinds",REELS,VIDEO,1,0,0,0,79,24
810481820031322761,1787660938,arjun636,479,biggest upset of the season easily #MatchNight,REELS,VIDEO,3,0,0,0,365,205
150877513450182119,1787604898,tanvir30207,562,"the whole crowd singing along, chills #SingalongChallenge",FEED,CAROUSEL_ALBUM,4,0,0,1,,214
623487058584420492,1787691365,anaya346929,631,watch party er environment ta osadharon chilo #WatchParty,REELS,VIDEO,7,0,0,0,664,425
611244140716026891,1787651929,priya755official,546,NOBODY saw that result coming #UnderdogWin,REELS,VIDEO,4,0,0,1,566,198
644556120403900114,1787641672,anaya74107,297,queue was 40 min long and honestly worth it #LateNightEats,REELS,VIDEO,4,0,0,0,479,229
296148338598363282,1787679301,sunny1013_,75,"late night eats thread, adding this one to the list #LateNightEats",STORY,VIDEO,0,0,0,0,175,45
361428148230335142,1787654927,farhan272official,4360,"college list banaya hai, kuch reh gaya? #BackToCampus",FEED,IMAGE,13,0,0,2,,2371
627782408768864822,1787702295,zoya517official,514,ei match ta bhulte parbo na #MatchNight,FEED,IMAGE,4,0,0,0,,192
197011160863620400,1787687811,farhan746x,2752,queue was 40 min long and honestly worth it #StreetFoodFinds,REELS,VIDEO,18,0,0,3,3749,1894
461099518583464160,1787672102,shreya79407,252,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,FEED,IMAGE,7,0,1,0,,342
164313493147706115,1787580537,tanvir11607,811,"friday faves, 42 things i actually used this week #WeeklyRoundup",FEED,IMAGE,12,0,2,1,,373
953073393408040495,1787577684,aisha357511,574,last over replay pe replay dekh raha hu #UnderdogWin,FEED,IMAGE,18,1,3,1,,272
193057939624738620,1787683341,rizwan1028_,1272,last over replay pe replay dekh raha hu #UnderdogWin,REELS,VIDEO,11,0,2,2,899,571
635519753453341196,1787701667,omar25807,636,watch party er environment ta osadharon chilo #WatchParty,STORY,IMAGE,0,0,0,0,,296
785215200075420288,1787694527,kabir134_,2531,ei match ta bhulte parbo na #UnderdogWin,STORY,IMAGE,0,0,0,0,,3067
892275511610729850,1787675604,farhan55_,1319,clip of that moment is everywhere now #WatchParty,REELS,VIDEO,9,0,0,2,726,317
924885983828955039,1787701677,anaya184,505,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,3,0,0,0,287,90
855558091547581752,1787569424,rizwan163_,113,hostel room setup part 2 #BackToCampus,REELS,VIDEO,2,0,0,0,194,73
431176831857945147,1787646618,farhan59707,421,NOBODY saw that result coming #MatchNight,REELS,VIDEO,3,0,0,0,238,170
558753577183783452,1787655567,sunny526,802,clip of that moment is everywhere now #SingalongChallenge,FEED,CAROUSEL_ALBUM,2,0,0,0,,87
105193511046048176,1787679582,meera84507,353,biggest upset of the season easily #UnderdogWin,FEED,IMAGE,4,0,0,0,,51
924284577566603353,1787689629,imran413official,387,biggest upset of the season easily #UnderdogWin,REELS,VIDEO,5,0,0,0,416,190
958808609643233901,1787698078,aisha536official,128,"back to campus haul, everything under 1200 #CampusHaul",FEED,CAROUSEL_ALBUM,0,0,0,0,,51
327012957133082991,1787676444,shreya979919,211,NOBODY saw that result coming #MatchNight,FEED,IMAGE,2,0,0,0,,70
228268300944135226,1787660203,sunny177x,335,NOBODY saw that result coming #MatchNight,STORY,IMAGE,0,0,0,0,,190
260484530485236585,1787643227,sunny235162,121,"bhai ye wala stall best hai, 27 me itna khana #StreetFoodFinds",STORY,VIDEO,0,0,0,0,114,71
979003193658147670,1787625253,rizwan345_,126,underdogs really did that tonight #UnderdogWin,REELS,VIDEO,1,0,0,0,52,47
439675517278231148,1787669991,tara271official,131,underdogs really did that tonight #MatchNight,FEED,CAROUSEL_ALBUM,1,0,0,0,,126
933471753417633212,1787533737,sana30460,103,"parts pairing is the real problem, not the screws #RightToRepair",REELS,VIDEO,1,0,0,0,95,81
437528175401871141,1787657639,shreya605260,395,"late night eats thread, adding this one to the list #LateNightEats",REELS,VIDEO,6,0,1,1,363,220
180658686059573206,1787637851,sunny540x,668,NOBODY saw that result coming #UnderdogWin,REELS,VIDEO,7,0,0,0,436,231
441741674988636276,1787674405,hasan130,227,honest review after two weeks of daily use #GadgetCheck,FEED,CAROUSEL_ALBUM,0,0,0,0,,96
684914428655582541,1787684448,arjun59,276,clip of that moment is everywhere now #WatchParty,STORY,VIDEO,0,0,0,0,59,56
844977562326058415,1787658250,dipu598x,912,watch party er environment ta osadharon chilo #SingalongChallenge,FEED,IMAGE,5,0,1,1,,439
596414807290949523,1787692262,meera479_,416,third time this week honestly #AppDown,REELS,VIDEO,11,1,0,0,907,535
720319365933620480,1787686969,meera982_,583,last over replay pe replay dekh raha hu #UnderdogWin,FEED,IMAGE,9,0,0,2,,380
651369938925925838,1787675130,omar21907,105,clip of that moment is everywhere now #WatchParty,REELS,VIDEO,1,0,0,0,108,54
633681392571389960,1787700150,hasan731_,337,found this 58-rupee plate near the station and i'm never recovering #LateNightEats,FEED,CAROUSEL_ALBUM,25,2,1,2,,366
315971363623049704,1787644034,tanvir72807,75,is the app down for everyone or just me #AppDown,FEED,IMAGE,1,0,0,0,,25
737098698055844396,1787686774,vikram1040_,1566,watch party er environment ta osadharon chilo #WatchParty,FEED,CAROUSEL_ALBUM,13,0,2,1,,561
676031025974152941,1787672426,shreya751_,556,"the whole crowd singing along, chills #WatchParty",REELS,VIDEO,16,0,1,0,424,534
417755117015882191,1787546319,zoya79,3470,honest review after two weeks of daily use #HonestReview,STORY,VIDEO,0,0,0,0,1419,
309558370582869178,1787666622,meera136_in,557,"this week's roundup is live, have a read #WeeklyRoundup",FEED,IMAGE,7,0,1,1,,556
810308005434438731,1787662434,imran25107,327,NOBODY saw that result coming #MatchNight,FEED,CAROUSEL_ALBUM,8,0,1,0,,149
213319339700585851,1787671743,priya883_,529,why is replacing the battery cheaper than the whole phone now #RightToRepair,STORY,VIDEO,0,0,0,0,311,252
591432122654459217,1787666813,zoya519_,558,"late night eats thread, adding this one to the list #StreetFoodFinds",FEED,IMAGE,38,1,3,8,,346
345391068257523301,1787653337,rahul146official,2554,underdogs really did that tonight #UnderdogWin,REELS,VIDEO,42,1,1,1,4597,2439
436736020452413277,1787686472,tara232995,906,"genuinely good thread on repairability scores, worth a read #RightToRepair",REELS,VIDEO,12,0,2,2,1255,410
869158252152068161,1787659297,jay31707,459,ei match ta bhulte parbo na #MatchNight,FEED,CAROUSEL_ALBUM,13,0,1,0,,316
859558744855742932,1787671405,omar249,62,underdogs really did that tonight #UnderdogWin,FEED,CAROUSEL_ALBUM,1,0,0,0,,30
618717663896865376,1787579639,tanvir95x,1177,"false alarm apparently, working again on my end #ServerOutage",STORY,IMAGE,0,0,0,0,,1206
663605728611632845,1787699617,bina89207,587,found this 42-rupee plate near the station and i'm never recovering #LateNightEats,REELS,VIDEO,5,0,0,1,109,156
212627070101664488,1787690688,anaya1005x,4644,watch party er environment ta osadharon chilo #SingalongChallenge,FEED,CAROUSEL_ALBUM,85,7,13,2,,3657
294656063328046733,1787696571,farhan997,379,"genuinely good thread on repairability scores, worth a read #RightToRepair",REELS,VIDEO,4,0,0,0,670,169
215033630306136619,1787679059,meera920_,1694,clip of that moment is everywhere now #WatchParty,FEED,CAROUSEL_ALBUM,65,3,9,2,,1056
413940289143372591,1787533269,zoya48_in,287,"bhai ye wala stall best hai, 58 me itna khana #LateNightEats",REELS,VIDEO,8,0,1,2,431,219
257872571005043154,1787658901,dipu555675,88,clip of that moment is everywhere now #WatchParty,REELS,VIDEO,1,0,0,0,71,46
587713099484557324,1787670214,farhan96531,136,underdogs really did that tonight #MatchNight,REELS,VIDEO,1,0,0,0,131,108
919170644487248455,1787696914,meera535_,650,last over replay pe replay dekh raha hu #MatchNight,REELS,VIDEO,5,0,0,0,429,129
967611118127980237,1787627466,arjun98_in,86,found this 12-rupee plate near the station and i'm never recovering #StreetFoodFinds,FEED,IMAGE,1,0,0,0,,73
730184432031842864,1787697932,omar1007,281,"back to campus haul, everything under 3400 #CampusHaul",REELS,VIDEO,18,0,2,2,323,325
275121664553826398,1787673080,anaya990,2032,"ei jaygar khabar ta darun, must try #StreetFoodFinds",REELS,VIDEO,77,2,1,21,2518,2246
761918358349439330,1787615438,anaya376_in,772,watch party er environment ta osadharon chilo #SingalongChallenge,FEED,IMAGE,32,2,5,7,,475
805520954377043324,1787688315,rizwan966_in,1403,"took it to a local shop, fixed for 10300. brand quoted 5x that #RightToRepair",FEED,CAROUSEL_ALBUM,10,0,2,2,,1138
701340494775340669,1787696263,dipu52x,655,is it actually worth 34k or nah #HonestReview,FEED,IMAGE,8,0,0,1,,307
313141778061627245,1787696640,shreya751_,556,ei match ta bhulte parbo na #MatchNight,FEED,IMAGE,2,0,0,0,,107
979977493943678542,1787636405,arjun7_in,2810,everyone using this audio as a template #WatchParty,FEED,CAROUSEL_ALBUM,93,6,20,24,,1974
468272785792861628,1787600777,anaya25371,485,found this 58-rupee plate near the station and i'm never recovering #StreetFoodFinds,FEED,IMAGE,5,0,0,1,,429
284105410722143269,1787668483,sana122official,525,clip of that moment is everywhere now #SingalongChallenge,REELS,VIDEO,1,0,0,0,120,89
940742294449419970,1787648019,meera430390,568,"late night eats thread, adding this one to the list #LateNightEats",FEED,IMAGE,4,0,0,0,,301
368625752636146701,1787689947,rahul782x,279,last over replay pe replay dekh raha hu #MatchNight,STORY,IMAGE,0,0,0,0,,233
411248834935282639,1787603223,rizwan345_,126,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,2,0,0,0,145,154
448729407228699396,1787583576,tanvir80_,367,"the whole crowd singing along, chills #WatchParty",FEED,CAROUSEL_ALBUM,3,0,0,0,,102
897215110122438895,1787573027,aisha256x,2208,queue was 40 min long and honestly worth it #StreetFoodFinds,STORY,IMAGE,0,0,0,0,,1999
923211367386538137,1787610966,sana122official,525,"false alarm apparently, working again on my end #AppDown",STORY,VIDEO,0,0,0,0,485,468
569339963847820309,1787672022,farhan69822,1364,biggest upset of the season easily #MatchNight,REELS,VIDEO,6,0,1,0,172,126
144698763737444210,1787565805,farhan155x,426,"bhai ye wala stall best hai, 103 me itna khana #LateNightEats",STORY,VIDEO,0,0,0,0,526,473
791016429712776183,1787582838,shreya299official,640,third time this week honestly #AppDown,REELS,VIDEO,6,0,1,0,1377,587
689269777331944598,1787641613,priya49,6005,clip of that moment is everywhere now #SingalongChallenge,REELS,VIDEO,128,11,14,36,4853,1554
